nm,attack_1,attack_2,attack_3,attack_4,attack_5,attack_6,attack_7,attack_8,attack_9,attack_10,wrestle_1,wrestle_2,wrestle_3,wrestle_4,wrestle_5,wrestle_6,wrestle_7,wrestle_8,wrestle_9,wrestle_10,chase_1,chase_2,chase_3,chase_4,chase_5,chase_6,chase_7,chase_8,chase_9,chase_10,escape_1,escape_2,escape_3,escape_4,escape_5,escape_6,escape_7,escape_8,escape_9,escape_10,conflict_1,conflict_2,conflict_3,conflict_4,conflict_5,conflict_6,conflict_7,conflict_8,conflict_9,conflict_10,investment_1,investment_2,investment_3,investment_4,investment_5,investment_6,investment_7,investment_8,investment_9,investment_10
n2972 =,8,10,0,0,4,1,0,1,4,0,1,2,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,0,0,5,1,0,1,4,0,423.4874,591.0067,448.21971,137.0794,481.32972,565.4063,521.44932,387.7072,515.7712,436.938
n2972 o,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,0,0,1,0,7,1,0,0,2,0,0,0,1,0,52.96873,0,0,0,0,15.4869,0,0,0,0
n2972 A,0,2,0,0,0,0,0,0,1,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,1,1,2,0,5,9,0,0,1,0,1,1,3,0,0,0,0,0,92.6879,20.9274,13.41755,0,62.3149,0
n2972 H,23,27,17,0,0,0,0,0,0,0,9,17,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33,47,22,0,0,0,0,0,0,0,305.73327,554.55901,396.81935,0,0,0,0,0,0,0
n2972 O,15,17,10,2,0,0,0,0,0,0,14,12,14,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,29,30,24,7,3,0,0,0,0,0,398.28772,0,600.55237,590.8396,502.4907,0,551.28832,22.4627,341.1129,0
n2972 X,15,25,11,10,2,0,1,0,0,0,18,17,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,35,45,24,12,2,0,1,0,0,0,496.71645,0,556.42797,318.85023,331.7341,551.85526,417.64672,542.37625,463.3728,600.652
n2973 =,5,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,4,3,1,2,0,1,1,0,13,3,4,4,1,2,0,1,1,0,482.46483,143.05371,20.4935,99.93076,48.5969,96.82668,26.10083,0,535.66726,0
n2973 o,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,1,1,2,3,1,1,2,1,0,0,1,1,2,0,0,0,0,0,0,0,0,199.9613,0
n2973 A,2,0,1,2,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,1,1,3,1,1,0,0,0,1,599.91853,458.46669,561.33388,563.53715,397.32513,532.162605,375.52482,416.27785,575.58626,68.78995
n2973 H,3,1,2,2,3,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,6,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,3,6,1,0,0,0,0,439.3418,469.6145,196.4567,423.52065,411.70536,561.23391,412.67337,594.7446,600.05156,531.22801
n2973 O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,1,4,1,1,2,0,0,2,0,2,1,4,1,2,2,0,0,238.44521,0,0,0,0,0,0,0,0,0
n2973 X,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,3,1,0,0,0,3,1,8,4,2,5,1,0,0,0,3,1,23.99807,56.27357,0,0,0,0,0,0,0,0
n3007 =,7,0,0,0,4,7,2,3,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,4,7,2,3,0,1,416.24434,553.22334,498.2853,364.51022,392.54677,152.59968,261.47548,316.44743,545.24672,184.54163
n3007 o,8,1,0,0,0,0,0,0,0,0,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0,1,0,0,0,0,554.859019,600.18479,600.01835,600.98663,165.81697,0,0,600.81933,0,0
n3007 A,5,8,2,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,2,2,2,0,0,0,0,0,499.953919,600.18479,489.03989,0,306.26736,0,0,0,0,0
n3007 H,4,1,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,3,0,0,0,0,0,470.481869,567.60885,557.76306,548.31774,527.65694,594.67808,541.91628,590.37233,494.27997,383.96906
n3007 O,5,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,600.752419,600.18479,555.0929,110.578,3.37108,0,0,0,515.44102,58.10942
n3007 X,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,468.479249,600.18479,422.68637,0,0,0,0,0,0,40.68657
n3020 =,8,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,1,0,0,2,0,0,0,582.69125,530.42794,600.11845,17.08903,383.96918,349.55747,316.18007,565.70684,194.0208,201.2965
n3020 A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,84.04325,13.28405,0,0,0,0,3.73822,0
n3020 H,16,3,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,2,0,0,0,0,0,0,0,175.86345,0,38.3168,0,13.6846,32.2756,339.94445,3.17081,0,0
n3020 O,18,4,7,1,1,1,1,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,7,1,1,1,1,3,0,0,180.16908,579.82582,600.11845,347.48804,544.3127,509.90064,570.34614,467.98452,599.95242,600.78618
n3020 X,7,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,599.91838,0,27.7363,10.48038,0,0,0,86.7468,0,0
n3021 =,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,584.83223,536.93538,497.45074,506.762874,248.73278,119.65662,385.53768,0,382.099939,470.5486
n3021 o,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,568.01023,217.81824,60.74615,457.5319,268.492,484.73456,0,0,0,210.14154
n3021 A,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,281.9691,0,582.42857,600.085014,593.41717,600.719658,600.71922,600.018,599.984919,600.8524
n3021 H,18,7,1,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,3,0,0,0,0,0,0,0,532.63053,600.01793,431.23081,469.781164,0,548.38456,0,0,491.075759,532.4629
n3021 O,5,4,3,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,3,0,0,0,0,0,0,0,532.63053,577.88898,518.07769,478.192274,546.98975,484.33417,62.7821,0,0,48.32992
n3021 X,1,5,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,600.01873,578.45634,549.55227,570.746664,564.5794,486.803938,600.71922,600.018,424.688919,468.9802
n3043 =,4,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,1,0,0,0,0,0,576.25313,600.45177,599.91865,560.90033,204.46738,368.21549,329.09684,391.17818,333.26948,544.3119
n3043 o,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,53.7703,0,0,0,0,0,0,21.8953
n3043 H,13,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,445.04862,598.082,599.91865,558.26347,400.55726,561.3014,473.75252,469.58088,575.41955,600.18499
n3043 O,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,444.0134,0,0,0,0,0,0,0,0,0
n3043 X,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,332.20096,0,0,0,79.73767,0,0,0,0,0
n3044 =,6,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,23.731,0,0,0,0,0,0,0,0
n3044 o,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,588.035302,433.03277,255.23348,296.82193,416.9121,303.3638,0,147.4596,309.17086
n3044 A,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,17.0556,0,0,0,0,0,0
n3044 H,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,322.68836,0,0,0,0,0,0,0,145.0899,0
n3044 O,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,232.7709,0,0,267.449941,451.82468,0,0,0,0,5.64071
n3044 X,1,0,0,2,1,1,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,1,0,1,0,0,190.7826,414.475082,510.23408,584.731231,0,501.99012,63.01578,583.66332,223.62596,0
n3073 =,1,10,2,8,8,7,4,4,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,12,2,8,8,7,4,4,4,3,600.48544,593.3094,587.067361,501.85627,561.4677,599.78483,587.735132,126.79924,415.40999,501.3224
n3073 o,2,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2,0,1,2,1,1,2,2,0,0,138.7815,0,429.26134,485.3013,244.62009,0,0,0,0
n3073 A,8,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,2,0,1,0,3,0,0,1,1,371.15217,126.866,7.20943,0,0,92.18726,47.56221,508.2312,203.39908,158.574
n3073 H,2,13,6,2,2,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,6,2,2,0,2,0,0,0,572.51554,582.72891,579.35728,542.10896,588.97035,599.78483,484.733852,264.77944,196.1229,0
n3073 O,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,3,0,0,0,592.67522,408.96831,494.980321,0,192.48529,0,518.811672,0,0,0
n3073 X,0,4,0,0,0,0,3,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,1,1,0,0,464.70791,79.036671,343.3156,0,543.84497,98.49553,0,600.31825,501.8564
n3074 =,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,584.63147,0,0,0,0,0,0,19.72581,0,0
n3074 o,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,595.77942,6.27488,54.93856,473.78658,0,0,0,106.07207,0,7.743466
n3074 A,5,3,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,0,0,0,2,0,1,589.53792,541.50907,592.50804,251.69599,248.85904,276.45967,299.65875,417.67972,432.63043,519.579423
n3074 H,0,5,6,4,3,1,4,4,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,4,3,1,4,4,0,1,0,7.77684,175.12904,600.7861,551.2886,487.37097,600.38551,231.269202,600.55011,443.846993
n3074 O,5,14,17,1,0,0,1,0,0,0,0,9,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,24,2,0,0,1,0,0,0,455.22896,436.53716,600.38501,261.17501,72.36138,124.5296,391.87943,0,0,164.31498
n3074 X,3,12,9,1,0,0,0,1,0,0,5,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,15,1,0,0,0,1,0,0,599.91817,450.95601,600.38501,11.28142,93.9229,0,579.72511,593.610002,600.55011,319.61786
n3080 =,0,8,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,1,1,0,582.42871,369.11627,338.60987,174.9622,419.64883,344.88444,281.26566,262.4767,554.62525,409.06828
n3080 o,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,543.91165,521.98297,0,0,0,0,0,124.4962,0,6.20812
n3080 H,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,514.7402,7.24281,0,4.67278,0,0,0,0,0,0
n3080 O,1,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,24,0,0,0,0,0,0,0,0,544.57929,477.95895,533.39797,414.57565,582.3281,573.84858,599.81811,600.11813,407.56657
n3080 X,3,4,16,0,0,0,2,4,3,1,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,26,0,0,0,2,4,3,1,479.12686,480.69565,448.92101,0,0,599.71751,600.75044,591.40711,581.29353,540.87418
n3081 =,7,5,6,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,5,6,12,3,0,0,0,0,0,525.753856,547.18228,500.22124,537.57001,376.05885,476.12265,210.1413,413.17384,63.11591,564.37115
n3081 o,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,2,0,0,1,0,0,15,1,0,2,2,0,0,1,0,0,19.392,106.13887,0,88.6159,0,0,0,13.98497,35.68,4.13875
n3081 A,3,1,0,0,0,0,0,0,0,0,3,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,4,1,0,0,0,0,0,0,441.3109,0,401.7923,599.9186,0,0,0,0,0
n3081 H,8,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,8,7,1,0,0,1,1,5,2,0,17,12,1,0,0,1,2,5,2,0,313.94376,512.1364,269.78641,0,0,0,0,254.3051,0,0
n3081 O,1,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,5,3,5,1,0,2,3,6,0,1,7,4,6,1,0,2,3,10,1,1,448.219316,2.46989,49.1309,46.3607,0,89.41698,522.37859,267.1828,16.52162,0
n3081 X,11,16,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,15,16,2,0,0,0,1,3,0,0,594.14335,600.11817,599.95175,600.75269,560.03312,599.95133,600.6143,591.03992,600.28055,431.9316
n3087 =,0,0,9,1,0,3,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,3,2,0,1,1,0,12,4,1,3,6,2,0,1,573.24993,451.991247,129.60281,92.6546,0,7.44307,2.10275,0,0,3.70485
n3087 o,2,1,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,3,1,1,1,1,3,2,1,5,8,4,1,1,1,1,3,479.32716,487.304147,184.04077,0,159.60872,0,0,0,0,0
n3087 A,0,0,4,10,1,4,2,1,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,5,2,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,8,15,3,4,3,2,1,2,0,556.127447,471.950731,589.2033,540.74096,492.11038,335.90646,320.2519,481.63056,500.65452
n3087 H,3,2,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,3,4,2,0,0,0,0,0,9,19,4,5,2,0,0,0,0,0,133.30776,134.44407,0,0,2.33639,0,0,0,0,0
n3087 O,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,6,1,3,0,1,1,0,1,14,2,6,1,3,0,1,1,0,1,481.46314,0,327.895561,0,66.35349,0,0,0,0,6.04124
n3087 X,18,9,3,1,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,24,13,6,1,3,0,0,2,0,0,585.19893,436.506227,565.072551,336.20604,538.83839,548.15035,411.13815,599.98486,494.14701,506.34337
n3088 =,16,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,24,3,0,0,0,0,0,0,0,0,523.08938,601.6854,599.78466,599.98442,600.586012,600.752753,599.81799,599.85129,530.16046,341.68013
n3088 o,19,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,31,3,0,0,0,0,0,0,0,0,534.34108,551.737,0,599.98442,327.29504,146.52507,599.81799,599.85129,600.21874,600.518774
n3088 A,8,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,573.30489,601.6854,594.47772,599.98442,393.948892,324.7917,543.07714,557.329,532.59694,464.540874
n3088 H,9,5,1,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,2,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,18,7,5,0,0,3,1,0,0,0,600.04866,601.6854,579.32456,315.81252,385.97177,455.996563,359.67054,467.34475,394.75004,0
n3088 O,7,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,8,1,1,1,0,0,0,0,14,5,8,1,1,1,0,0,0,0,428.06714,0,539.87296,121.22532,0,0,0,0,0,0
n3088 X,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,2,2,1,0,0,0,12,1,1,0,2,2,1,0,0,0,285.93478,601.6854,99.79723,0,0,0,0,0,0,0
n3103 =,1,0,0,3,0,0,0,0,0,0,1,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,3,4,3,2,1,0,1,4,7,5,8,4,3,3,1,0,1,572.84921,233.17174,517.74441,107.975,556.56179,0,0,0,0,0
n3103 o,2,1,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,2,1,4,0,1,14,6,3,0,0,2,1,4,0,3,0,117.52039,29.87239,0,0,0,112.2803,28.67089,0,316.84789
n3103 A,19,11,7,8,3,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,3,1,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,12,12,8,4,2,3,3,0,1,572.74907,384.93683,539.1057,569.41214,588.90409,561.8691,595.47922,364.0433,485.70092,246.18869
n3103 H,7,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0,0,0,0,0,13,10,2,0,0,0,0,0,0,0,600.01808,60.71279,1.16819,0,0,0,0,0,0,0
n3103 O,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,1,1,0,0,14,0,2,0,0,0,1,1,0,0,578.02268,0,0,0,0,0,600.11862,111.64608,0,0
n3103 X,10,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,2,0,0,0,0,0,0,0,600.01808,578.85728,419.71619,410.03701,596.3138,471.5509,600.11862,591.707909,439.20683,600.45229
n3104 =,2,0,1,8,3,1,0,7,2,3,0,0,1,0,0,0,0,0,0,0,0,0,1,5,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,13,6,1,3,11,2,3,593.5769,516.9433,312.709034,240.31437,327.49465,472.1844,64.718,177.8994,103.13492,103.93594
n3104 o,0,0,12,1,0,0,0,1,0,1,0,0,3,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,6,2,0,5,6,0,1,1,1,15,8,3,0,5,8,0,3,600.95322,600.3858,588.536534,61.51382,148.52773,0,12.11586,32.30895,52.43523,76.03276
n3104 A,3,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4,3,1,1,0,2,0,2,5,2,8,3,1,1,0,2,0,2,531.82942,581.5612,11.84883,0,569.67846,0,0,15.65384,236.14258,600.48561
n3104 H,3,1,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,8,3,0,0,0,4,1,1,6,12,8,3,0,0,0,5,1,1,526.17645,589.7385,600.051634,81.27296,0,584.4647,0,499.65362,600.68658,0
n3104 O,4,12,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,0,2,0,0,0,2,1,0,558.26402,589.6384,369.049424,417.17917,482.96497,600.8528,301.86164,600.01825,219.48704,600.48561
n3104 X,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,1,0,5,3,0,0,0,0,0,1,1,0,547.28299,0,0,600.58589,0,0,0,0,0,102.83454
n3108 =,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,3,0,0,0,0,0,6,1,0,0,4,0,0,0,0,0,163.914,0,0,0,17.3227,0,0,0,180.93681
n3108 o,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,9,1,2,1,0,1,0,1,0,1,51.26711,0,0,0,0,0,0,0,0,4.23888
n3108 A,8,7,2,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,10,3,1,0,7,0,1,0,1,9.71271,484.76722,403.42741,594.5449,446.8849,328.1292,244.887,428.56082,583.6244,250.62788
n3108 H,2,5,3,2,0,1,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,8,5,2,0,1,1,2,1,2,0,592.90875,479.92759,552.1895,485.1687,359.5373,600.0849,177.69915,22.1957,291.64837
n3108 O,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,2,2,2,1,1,3,6,4,2,0,2,2,2,1,1,3,86.84701,0,0,0,0,0,252.6301,0,0,8.14399
n3108 X,10,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,1,0,0,3,0,1,11,9,4,2,1,0,0,3,0,1,600.21901,0,19.02489,29.1047,0,0,0,0,0,0
n3109 =,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,2,0,0,0,0,0,0,7,5,3,3,0,0,0,0,0,0,588.47027,0,379.22921,42.45555,0,0,0,0,0,0
