nm,attack_1,attack_2,attack_3,attack_4,attack_5,attack_6,attack_7,attack_8,attack_9,attack_10,wrestle_1,wrestle_2,wrestle_3,wrestle_4,wrestle_5,wrestle_6,wrestle_7,wrestle_8,wrestle_9,wrestle_10,chase_1,chase_2,chase_3,chase_4,chase_5,chase_6,chase_7,chase_8,chase_9,chase_10,escape_1,escape_2,escape_3,escape_4,escape_5,escape_6,escape_7,escape_8,escape_9,escape_10,conflict_1,conflict_2,conflict_3,conflict_4,conflict_5,conflict_6,conflict_7,conflict_8,conflict_9,conflict_10,investment_1,investment_2,investment_3,investment_4,investment_5,investment_6,investment_7,investment_8,investment_9,investment_10
n0560 =,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,1,1,1,5,3,1,0,0,0,0,1,1,3,119.4384,6.9138,0,0,0,0,0,0,0,0
n0560 o,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,12,1,0,0,0,0,0,0,6,5,14,1,0,0,0,0,0,0,66.0318,0,8.94504,0,0,0,212.0441,0,0,0
n0560 A,8,4,2,0,0,0,1,4,2,2,2,0,2,0,0,0,4,2,0,0,2,2,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,14,6,6,0,0,0,6,6,2,2,498.762,483.6652,415.57697,505.82841,478.95999,457.26944,440.60974,544.87995,538.10401,329.36411
n0560 H,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,2,0,2,0,0,0,4,4,0,1,2,0,2,0,0,0,188.6766,11.1556,0,224.961,0,0,0,0,0,0
n0560 O,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,0,5,1,0,2,0,5,1,3,1,0,5,1,0,2,0,11.4896,0,0,0,0,46.0268,0,0,0,117.48708
n0560 X,6,3,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,1,2,0,0,0,0,0,530.9262,507.9804,465.17522,506.69634,332.30138,555.4318,358.4022,406.86605,425.49007,136.3449
n0566 =,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,446.431,537.9266,0,0,188.04566,0,0,0,0
n0566 o,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,4,0,0,0,0,1,0,0,168.90988,0,600.9297,7.71009,0,0,446.75089,0,0,0
n0566 A,0,3,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,1,0,0,578.41328,593.0045,572.0491,534.59959,263.47804,102.64803,385.0699,305.53347,321.0867,336.90648
n0566 H,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,1,350.00608,599.04773,554.6539,522.81756,443.81374,600.06503,513.27119,340.312,380.49762,0
n0566 O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n0566 X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,97.1938,0,93.55576,0,0,0,159.04144
n0584 =,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,1,0,0,3,3,0,0,0,2,0,1,0,0,62.682,0,0,0,0,367.2473,0,0,0
n0584 o,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,0,1,1,1,0,0,2,4,5,2,0,2,1,1,0,0,2,599.4174,0,0,319.0839,600.8863,0,0,0,0,569.946
n0584 A,1,0,1,0,3,1,0,0,1,0,2,1,0,0,2,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,5,1,1,0,2,0,528.1909,52.03479,35.1794,314.1441,149.5958,0,536.569,271.088,323.9907,601.0534
n0584 H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,96.9268,0,0,0,0,0,0,0,0,0
n0584 O,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,564.2047,14.88615,381.3654,43.4569,366.4126,183.0728,0,599.8515,181.0034,601.0534
n0584 X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,308.604,0,0,0,0,0,0,0,0,0
n0585 =,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,433.54323,18.49695,0,6.70878,0,0,0,0,0,0
n0585 o,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,1,1,0,1,0,2,8,1,1,0,1,1,0,1,0,2,420.52081,600.65069,63.5165,63.64996,0,0,0,109.77697,0,101.6998
n0585 A,7,0,1,1,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,1,1,1,0,2,0,0,588.09522,226.73837,497.0174,434.06794,66.3201,0,305.5664,387.606802,125.86465,520.0477
n0585 H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,1,1,0,0,0,1,1,0,2,8,1,1,0,0,0,1,1,0,0,472.80756,58.3764,0,4.67278,0,0,0,11.5818,0
n0585 O,5,3,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,1,1,0,579.7148,584.19039,490.6088,456.39709,556.12788,599.6509,501.02065,556.12736,591.64023,403.7287
n0585 X,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1,0,0,0,0,0,5,5,0,0,1,0,0,0,0,0,434.74514,569.56645,0,0,0,232.7044,0,479.126652,256.06793,0
n0586 =,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,2,0,1,0,3,0,0,0,0,462.50936,114.5,600.1621,399.59572,340.2576,452.4328,203.1727,377.31575,197.7914,272.7903
n0586 o,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,5,1,0,0,0,508.0482,377.67844,600.1621,456.42786,527.45941,0,10.0934,0,0,0
n0586 A,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,2,0,0,0,0,600.73036,599.76091,304.4078,600.29564,486.02981,0,0,0,0,0
n0586 H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,13.498,0,0,0,0,0,0,0,0
n0586 O,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,579.2471,383.92637,285.0296,230.5026,0,0,0,559.93335,505.2766,457.7138
n0586 X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,286.36627,0,7.01631,0,0,0,0,0,0
n0587 =,4,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,2,3,0,0,0,1,0,6,3,9,2,3,0,0,0,1,0,574.8804,363.3252,498.1946,581.5604,61.68167,0,0,8.0106,2.40318,0
n0587 o,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,1,0,0,6,0,0,0,3,6,4,1,0,1,6,0,0,0,3,313.0912,600.8666,583.231,600.9992,568.75272,0,0,0,0,54.20508
n0587 A,0,2,5,2,4,4,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,5,3,5,6,0,0,0,3,0,600.8666,445.4226,570.7388,461.01018,592.7518,533.9735,572.35689,459.40765,466.21761
n0587 H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,193.18906,0,0,0,0,600.26151
n0587 O,8,14,2,0,2,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,2,0,3,0,0,0,1,1,579.69,600.8666,563.191,530.1244,426.83161,585.1076,302.3334,423.76029,372.55928,510.07552
n0587 X,0,1,3,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,2,0,1,1,0,1,0,0,9,17,6,0,1,1,0,1,0,0,203.6064,362.3906,315.2962,398.328,388.04686,0,0,101.8682,0,0
n0589 =,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,402.75991,0,0,0,0,0,0,0,0
n0589 o,0,0,1,0,4,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,5,0,0,0,0,0,510.00054,595.77921,232.80457,388.97562,165.38291,293.61729,343.04895,197.32473,329.06383,444.2477
n0589 H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,1,0,0,0,0,0,0,2,1,5,1,0,0,0,0,0,0,51.7677,0,84.61069,0,0,0,0,0,0,0
n0589 O,3,1,3,1,2,2,0,0,0,0,2,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,1,6,3,0,0,0,0,179.2344,436.13691,600.88603,372.48736,520.01311,476.6903,314.87869,0,523.75193,600.01813
n0589 X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,69.75789,0,0,0
n0590 =,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,10.60555,0,0,0,0,0,0,0
n0590 o,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,40.5285,0,0,0,0,0,0,0,0,0
n0590 A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,384.63589,576.7706,563.83424,0,285.68117,433.241,234.6939,329.892,384.1044,495.8472
n0590 H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n0590 O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n0590 X,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,261.91239,530.151,64.0348,348.511,175.37643,381.03019,522.3151,95.482664,589.51751,580.9622
n0594 =,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,505.6419,358.66891,510.63476,598.95031,601.921,262.94367,279.69945,0,0,491.54254
n0594 o,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,418.97865,0,9.37894,0,0,0,0,0,0,0
n0594 A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,547.75359,0,0,0,0,0,0,0,0,0
n0594 H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,561.4232,0,0,0,0,21.4614,0,0,0,0
n0594 O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,221.01971,0,2.63678,0,0,0,0,0,0,0
n0594 X,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,561.52351,377.39351,439.34143,175.46322,0,466.97738,343.99955,295.4865,601.487,451.22314
n0595 =,1,0,1,0,0,1,1,0,0,0,1,2,0,1,0,1,1,1,2,0,3,1,1,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,5,3,2,3,1,2,2,4,3,0,329.27392,435.48857,233.79059,94.5802,342.86099,374.0711,421.5949,302.1023,194.20944,499.9902
n0595 o,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,1,1,1,5,1,0,3,2,2,3,1,1,1,5,2,0,4.54539,0,2.74339,5.92171,0,97.99089,0,114.7464,0,0
n0595 A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,1,1,1,0,0,3,3,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,12.67528,0,0
n0595 H,5,2,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,0,0,0,3,0,0,0,0,1,0,0,0,0,6,1,0,0,0,10,4,0,1,0,12,1,0,0,0,601.33042,578.07647,488.89254,410.37131,448.94533,600.18599,0,0,0,0
n0595 O,4,0,0,0,0,2,1,0,0,0,4,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,5,4,4,2,0,1,0,0,0,0,14,4,4,2,0,7,1,0,0,0,410.89012,69.31727,103.1783,0,0,600.18599,574.03266,350.59352,401.19434,307.0157
n0595 X,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,168.14605,10.8622,0,0,0,0,0,0,0,0
n0599 =,1,2,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,0,0,0,0,1,0,468.11248,13.4843,184.3409,0,247.29011,443.31317,200.0951,206.6701,119.7566,373.05441
n0599 o,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,1,0,2,3,0,2,1,0,0,0,1,0,0,247.12301,0,64.5511,4.9398,0,0,0,0,0
n0599 A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,600.4857,243.6854,0,0,0,0,0,376.95902,0
n0599 H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0,16.1211,248.69173,600.38516,0,45.32598,0,0,0,0,0
n0599 O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,2,2,0,0,1,0,1,0,6,2,2,2,0,0,1,0,1,0,0,0,460.70266,0,9.07854,233.10513,0,432.0979,0,0
n0599 X,1,3,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,0,0,0,1,0,0,0,508.19825,377.79403,334.90456,0,493.87944,530.09349,571.247,576.1864,454.02657,542.10881
n0600 =,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,1,0,0,1,3,3,2,0,0,0,1,0,0,1,0,103.90348,0,16.18785,0,0,0,0,0,0
n0600 o,9,1,1,0,0,0,0,0,2,1,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,12,5,2,0,0,0,0,0,3,1,552.0711,306.33497,549.71891,145.08994,232.33725,0,27.8364,290.0791,593.71032,350.7925
n0600 A,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,1,0,0,0,1,3,0,7,4,2,1,0,0,0,1,3,0,279.6584,599.88219,4.30563,0,0,0,0,0,16.7886,0
n0600 H,2,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,516.37884,282.60263,464.54119,400.19016,0,0,212.9791,90.98572,0
n0600 O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26.2764,8.01312,0,0,0,0,0,0,0,0
n0600 X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,183.43364,0,0,0,0,0,0,0,0
n0615 =,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,3,0,2,0,0,0,1,0,0,0,0,322.1885,547.517,0,0,0,0,0,0
n0615 o,0,3,0,0,1,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,7,0,2,1,0,0,1,1,0,0,497.81778,0,472.8528,498.352,377.3606,0,0,78.9366,36.2474
n0615 A,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,599.28378,509.0666,0,599.718,0,0,73.5295,0,0
n0615 H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,478.459,0,0,0,0,0,0,0,0
n0615 O,1,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2,0,0,0,19.2919,71.69378,548.2513,301.6618,599.718,312.9096,493.2451,327.2616,307.9692,196.15705
n0615 X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,70.2253,0,599.718,0,124.0957,0,0,0
n0616 =,0,1,0,1,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,3,0,0,3,0,4,0,2,0,0,3,2,1.90312,0,0,0,6.14137,34.61197,0,2.57003,2.67016,0
n0616 o,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,1,1,0,0,3,1,1,3,0,0,3,1,0,0,173.56042,0,21.92871,0,31.60808,31.67476,423.68769,0
n0616 A,0,1,1,2,0,4,1,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,4,1,1,5,0,0,0,508.8656,595.14544,497.51777,575.68598,381.7995,256.46873,385.17068,0
n0616 H,0,0,3,2,1,3,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,4,4,1,3,0,0,2,2,35.95889,278.28897,322.25483,464.97521,534.43271,568.24291,251.12865,588.10276,567.47579,571.74751
n0616 O,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,4,1,0,1,1,1,1,0,0,0,4,0,0,184.84171,43.82402,0,0,0,0,0,45.1591
n0616 X,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,4,0,0,0,2,3,0,0,1,0,4,0,0,0,104.93728,0,0,44.19112,0,0,0,0
n0673 =,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,2,3,0,0,6,0,0,0,0,0,600.1851,365.17821,512.0705,281.5684,20.8606,0,0,0,0,0
n0673 o,1,2,0,4,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,5,4,0,0,0,0,0,328.5628,562.93691,115.0172,398.92158,0,0,0,0,0,0
n0673 A,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,2,1,1,6,0,0,0,0,0,588.0359,4.10537,225.5951,0,590.5394,0,526.78885,106.2056,328.52943,460.36943
n0673 H,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,458.9003,582.46248,550.8879,340.64528,285.9072,489.3401,299.99245,0,387.03936,272.2565
n0673 X,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,416.9787,193.2862,147.0591,0,0,0,0,0,0,0
n0867 =,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,506.22895,294.48527,0,0,494.54675,599.68454,10.981,0,0,0
n0867 O,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,492.17716,287.04207,600.25183,584.83159,601.88675,584.76505,600.28084,599.853,598.9176,599.6181
n0867 A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,555.35976,601.15307,452.9592,586.63395,601.88675,0,482.86064,599.853,0,0
n0867 H,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,1,1,0,0,0,4,6,0,0,1,1,1,0,0,1,55.37247,594.74469,449.72158,228.0647,348.1552,216.65,462.63407,599.853,598.9176,505.6952
n0867 o,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,534.39903,515.27397,0,447.45181,507.3964,516.14189,373.71779,599.853,308.4373,557.6632
n0867 X,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,1,0,0,0,0,0,4,10,2,0,1,0,0,0,0,0,4,400.59076,271.4551,0,166.81831,0,0,0,0,0,231.3025
n0869 =,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,539.504651,568.77739,520.64841,599.58483,508.93252,0,0,0,0,0
n0869 O,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,0,475.654361,225.3949,568.64449,552.95717,600.65248,400.22344,273.85858,149.2289,300.15936,317.04796
